Source_File,Study_OID,Study_Name,Study_Description,Protocol_Name,Define_MetadataVersion_OID,Define_MetadataVersion_Name,Define_Version,Standard_Name,Standard_Version,Dataset_OID,Dataset_Name,Dataset_SAS_Name,Dataset_Description,Dataset_Purpose,Dataset_Structure,Dataset_Class,Dataset_Source,Variable_OID,Variable_Name,Variable_Label,Variable_Data_Type,Variable_Length,Variable_SAS_Field_Name,Variable_Origin,Variable_Roles,Variable_Mandatory,Variable_Key_Sequence,Variable_Method_OID,Variable_WhereClause_OID,CodeList_OID,CodeList_Name,CodeList_Data_Type,CodeList_Coded_Values
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRTRT,PRTRT,Reported Name of Procedure,text,42,PRTRT,,,True,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRDECOD,PRDECOD,Standardized Procedure Name,text,22,PRDECOD,,,False,4,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRCAT,PRCAT,Category,text,26,PRCAT,,,False,3,,,CL.PRCAT,Category for Procedures,text,GENERAL NON-DRUG TREATMENT: GENERAL NON-DRUG TREATMENT
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRPRESP,PRPRESP,Pre-specified,text,1,PRPRESP,,,False,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PROCCUR,PROCCUR,Occurrence,text,1,PROCCUR,,,False,5,,,CL.NY,NY,text,"N: N;
Y: Y"
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRSTAT,PRSTAT,Completion Status,text,8,PRSTAT,,,False,,MT.PR.PRSTAT,,CL.ND,ND,text,NOT DONE: NOT DONE
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.VISITNUM,VISITNUM,Visit Number,integer,8,VISITNUM,,,False,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.VISIT,VISIT,Visit Name,text,21,VISIT,,,False,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.EPOCH,EPOCH,Epoch,text,11,EPOCH,,,False,,MT.PR.EPOCH,,CL.EPOCH,EPOCH,text,"FOLLOW-UP: FOLLOW-UP;
SCREENING: SCREENING;
VACCINATION: VACCINATION"
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRDTC,PRDTC,Date/Time of Collection,datetime,,PRDTC,,,False,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRSTDTC,PRSTDTC,Start Date/Time of Procedure,datetime,,PRSTDTC,,,False,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRENDTC,PRENDTC,End Date/Time of Procedure,datetime,,PRENDTC,,,False,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRDY,PRDY,Study Day of Visit/Collection/Exam,integer,8,PRDY,,,False,,MT.PR.PRDY,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRSTDY,PRSTDY,Study Day of Start of Procedure,integer,8,PRSTDY,,,False,,MT.PR.PRSTDY,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRENDY,PRENDY,Study Day of End of Procedure,integer,8,PRENDY,,,False,,MT.PR.PR.PRENDY,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRENRTPT,PRENRTPT,End Relative to Reference Time Point,text,7,PRENRTPT,,,False,,MT.PR.PR.PRENRTPT,,CL.STENRF,STENRF,text,"BEFORE: BEFORE;
ONGOING: ONGOING"
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.PR,PR,PR,Procedures,,,,,IT.PR.PRENTPT,PRENTPT,End Reference Time Point,text,22,PRENTPT,,,False,,MT.PR.PR.PRENTPT,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.STUDYID,STUDYID,Study Identifier,text,8,STUDYID,,,True,1,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.DOMAIN,DOMAIN,Domain Abbreviation,text,2,DOMAIN,,,True,,,,CL.DOMAIN,DOMAIN,text,"AE: Adverse Events;
CE: Clinical Events;
CM: Concomitant Medications;
CO: Comments;
DD: Death Details;
DI: Device Identifiers;
DM: Demographics;
DS: Disposition;
DV: Protocol Deviations;
EC: Exposure as Collected;
EX: Exposure;
FA: Findings About Events or Interventions;
FACE: Findings About Events or Interventions;
FAHO: Findings About Events or Interventions;
HO: Healthcare Encounters;
IE: Inclusion/Exclusion Criteria Not Met;
IS: Immunogenicity Specimen Assessments;
LB: Laboratory Test Results;
MB: Microbiology Specimen;
MH: Medical History;
MO: Morphology;
PE: Physical Examination;
PR: Procedures;
RELREC: Related Records;
SE: Subject Elements;
SUPPAE: Supplemental Qualifiers for Adverse Events;
SUPPCE: Supplemental Qualifiers for Clinical Events;
SUPPCM: Supplemental Qualifiers for Concomitant Medications;
SUPPDM: Supplemental Qualifiers for Demographics;
SUPPDS: Supplemental Qualifiers for Disposition;
SUPPDV: Supplemental Qualifiers for Protocol Deviations;
SUPPEC: Supplemental Qualifiers for Exposure as Collected;
SUPPEX: Supplemental Qualifiers for Exposure;
SUPPFACE: Supplemental Qualifiers for Findings About Events or Interventions;
SUPPHO: Supplemental Qualifiers for Healthcare Encounters;
SUPPIE: Supplemental Qualifiers for Inclusion/Exclusion Criteria Not Met;
SUPPIS: Supplemental Qualifiers for Immunogenicity Specimen Assessments;
SUPPLB: Supplemental Qualifiers for Laboratory Test Results;
SUPPMB: Supplemental Qualifiers for Microbiology Specimen;
SUPPMH: Supplemental Qualifiers for Medical History;
SUPPMO: Supplemental Qualifiers for Morphology;
SUPPPE: Supplemental Qualifiers for Physical Examination;
SUPPPR: Supplemental Qualifiers for Procedures;
SUPPVS: Supplemental Qualifiers for Vital Signs;
SV: Subject Visits;
TA: Trial Arms;
TE: Trial Elements;
TI: Trial Inclusion/Exclusion Criteria;
TS: Trial Summary;
TV: Trial Visits;
VS: Vital Signs"
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.USUBJID,USUBJID,Unique Subject Identifier,text,22,USUBJID,,,True,2,MT.AE.USUBJID,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AESEQ,AESEQ,Sequence Number,integer,8,AESEQ,,,True,,MT.AE.AESEQ,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEREFID,AEREFID,Reference ID,text,10,AEREFID,,,False,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AESPID,AESPID,Sponsor-Defined Identifier,text,2,AESPID,,,False,7,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AELNKGRP,AELNKGRP,Link Group ID,text,57,AELNKGRP,,,False,,MT.AE.VSD.AELNKGRP,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AETERM,AETERM,Reported Term for the Adverse Event,text,100,AETERM,,,True,,,,,,,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AELLT,AELLT,Lowest Level Term,text,57,AELLT,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AELLTCD,AELLTCD,Lowest Level Term Code,integer,8,AELLTCD,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEDECOD,AEDECOD,Dictionary-Derived Term,text,51,AEDECOD,,,True,5,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEPTCD,AEPTCD,Preferred Term Code,integer,8,AEPTCD,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEHLT,AEHLT,High Level Term,text,74,AEHLT,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEHLTCD,AEHLTCD,High Level Term Code,integer,8,AEHLTCD,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEHLGT,AEHLGT,High Level Group Term,text,86,AEHLGT,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEHLGTCD,AEHLGTCD,High Level Group Term Code,integer,8,AEHLGTCD,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AECAT,AECAT,Category for Adverse Event,text,16,AECAT,,,False,3,,,CL.AECAT,Category for Adverse Event,text,"ADVERSE EVENT: ADVERSE EVENT;
MEDICATION ERROR: MEDICATION ERROR;
REACTOGENICITY: REACTOGENICITY"
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AESCAT,AESCAT,Subcategory for Adverse Event,text,19,AESCAT,,,False,4,,,CL.AESCAT,Subcategory for Adverse Event,text,"ACUTE REACTIONS: ACUTE REACTIONS;
ADMINISTRATION SITE: ADMINISTRATION SITE;
SYSTEMIC: SYSTEMIC"
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEPRESP,AEPRESP,Pre-Specified Adverse Event,text,1,AEPRESP,,,False,,,,CL.NY1,NY1,text,Y: Y
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEBODSYS,AEBODSYS,Body System or Organ Class,text,67,AEBODSYS,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AEBDSYCD,AEBDSYCD,Body System or Organ Class Code,integer,8,AEBDSYCD,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AESOC,AESOC,Primary System Organ Class,text,67,AESOC,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AESOCCD,AESOCCD,Primary System Organ Class Code,integer,8,AESOCCD,,,False,,,,CL.MedDRA,MedDRA,text,
FDA-CBER-2021-5683-1241597-1241714_27034_S1_M5_c4591001-ia efficacy-S-define.xml,C4591001.SDTM-IG.3.2,C4591001,"A Phase 1/2/3 Study to
Evaluate the Safety,
Tolerability,
Immunogenicity,  and
Efficacy of RNA Vaccine
Candidates Against
COVID-19 in Healthy
Adults",C4591001,MDV.C4591001.SDTM-IG.3.2,Study C4591001 Data Definitions,2.0.0,SDTM-IG,3.2,IG.AE,AE,AE,Adverse Events,,,,,IT.AE.AELOC,AELOC,Location of Event,text,14,AELOC,,,False,,,,CL.LOC,LOC,text,"AXILLA: AXILLA;
CHEST: CHEST;
DELTOID MUSCLE: DELTOID MUSCLE;
EAR: EAR;
FOREHEAD: FOREHEAD;
HEAD: HEAD;
LOWER RESPIRATORY SYSTEM: LOWER RESPIRATORY SYSTEM;
NASAL CAVITY: NASAL CAVITY;
NASOPHARYNX: NASOPHARYNX;
ORAL CAVITY: ORAL CAVITY;
OTHER: OTHER;
THROAT: THROAT"
